"Datum";"Region";"PCR_Pos";"Ag_Neg";"Ag_Pos";"Total";"Pocet.potvrdenych";"Potvrdenych";"newcases";"date";"positive"
2021-05-25;"Prešovský kraj";38;8689;20;8709;NA;113898;58;2021-05-25;113038
2021-05-24;"Prešovský kraj";17;13297;37;13334;NA;113898;54;2021-05-24;112980
2021-05-23;"Prešovský kraj";3;11933;20;11953;NA;113898;23;2021-05-23;112926
2021-05-22;"Prešovský kraj";11;14422;44;14466;NA;113898;55;2021-05-22;112903
2021-05-21;"Prešovský kraj";44;13803;24;13827;NA;113898;68;2021-05-21;112848
2021-05-20;"Prešovský kraj";13;9437;29;9466;NA;113898;42;2021-05-20;112780
2021-05-19;"Prešovský kraj";60;10756;36;10792;NA;113898;96;2021-05-19;112738
2021-05-18;"Prešovský kraj";44;9060;27;9087;NA;113898;71;2021-05-18;112642
2021-05-17;"Prešovský kraj";60;12855;47;12902;NA;113898;107;2021-05-17;112571
2021-05-16;"Prešovský kraj";20;16302;66;16368;NA;113898;86;2021-05-16;112464
2021-05-15;"Prešovský kraj";20;24585;81;24666;NA;113898;101;2021-05-15;112378
2021-05-14;"Prešovský kraj";49;18671;68;18739;NA;113898;117;2021-05-14;112277
2021-05-13;"Prešovský kraj";54;11166;71;11237;NA;113898;125;2021-05-13;112160
2021-05-12;"Prešovský kraj";59;10822;39;10861;NA;113898;98;2021-05-12;112035
2021-05-11;"Prešovský kraj";61;10728;48;10776;NA;113898;109;2021-05-11;111937
2021-05-10;"Prešovský kraj";79;15726;67;15793;NA;113898;146;2021-05-10;111828
2021-05-09;"Prešovský kraj";54;21614;82;21696;NA;113898;136;2021-05-09;111682
2021-05-08;"Prešovský kraj";39;23050;52;23102;NA;113898;91;2021-05-08;111546
2021-05-07;"Prešovský kraj";81;23543;66;23609;NA;113898;147;2021-05-07;111455
2021-05-06;"Prešovský kraj";107;12833;66;12899;NA;113898;173;2021-05-06;111308
2021-05-05;"Prešovský kraj";60;12808;84;12892;NA;113898;144;2021-05-05;111135
2021-05-04;"Prešovský kraj";203;13470;67;13537;NA;113898;270;2021-05-04;110991
2021-05-03;"Prešovský kraj";68;18435;109;18544;NA;113898;177;2021-05-03;110721
2021-05-02;"Prešovský kraj";29;36175;102;36277;NA;113898;131;2021-05-02;110544
2021-05-01;"Prešovský kraj";70;57153;183;57336;NA;113898;253;2021-05-01;110413
2021-04-30;"Prešovský kraj";135;39333;118;39451;NA;113898;253;2021-04-30;110160
2021-04-29;"Prešovský kraj";110;16585;97;16682;NA;113898;207;2021-04-29;109907
2021-04-28;"Prešovský kraj";122;18671;89;18760;NA;113898;211;2021-04-28;109700
2021-04-27;"Prešovský kraj";154;19984;120;20104;NA;113898;274;2021-04-27;109489
2021-04-26;"Prešovský kraj";99;27171;123;27294;NA;113898;222;2021-04-26;109215
2021-04-25;"Prešovský kraj";9;52257;155;52412;NA;113898;164;2021-04-25;108993
2021-04-24;"Prešovský kraj";61;85301;243;85544;NA;113898;304;2021-04-24;108829
2021-04-23;"Prešovský kraj";171;40362;137;40499;NA;113898;308;2021-04-23;108525
2021-04-22;"Prešovský kraj";86;18104;125;18229;NA;113898;211;2021-04-22;108217
2021-04-21;"Prešovský kraj";144;21549;139;21688;NA;113898;283;2021-04-21;108006
2021-04-20;"Prešovský kraj";115;23345;128;23473;NA;113898;243;2021-04-20;107723
2021-04-19;"Prešovský kraj";106;29133;145;29278;NA;113898;251;2021-04-19;107480
2021-04-18;"Prešovský kraj";4;51540;129;51669;NA;113898;133;2021-04-18;107229
2021-04-17;"Prešovský kraj";119;97970;238;98208;NA;113898;357;2021-04-17;107096
2021-04-16;"Prešovský kraj";135;40983;146;41129;NA;113898;281;2021-04-16;106739
2021-04-15;"Prešovský kraj";112;20179;137;20316;NA;113898;249;2021-04-15;106458
2021-04-14;"Prešovský kraj";199;23331;130;23461;NA;113898;329;2021-04-14;106209
2021-04-13;"Prešovský kraj";180;23907;116;24023;NA;113898;296;2021-04-13;105880
2021-04-12;"Prešovský kraj";172;30152;175;30327;NA;113898;347;2021-04-12;105584
2021-04-11;"Prešovský kraj";11;49955;187;50142;NA;113898;198;2021-04-11;105237
2021-04-10;"Prešovský kraj";94;90181;297;90478;NA;113898;391;2021-04-10;105039
2021-04-09;"Prešovský kraj";255;37163;200;37363;NA;113898;455;2021-04-09;104648
2021-04-08;"Prešovský kraj";192;18891;157;19048;NA;113898;349;2021-04-08;104193
2021-04-07;"Prešovský kraj";314;27797;154;27951;NA;113898;468;2021-04-07;103844
2021-04-06;"Prešovský kraj";231;41706;268;41974;NA;113898;499;2021-04-06;103376
2021-04-05;"Prešovský kraj";54;18454;132;18586;NA;113898;186;2021-04-05;102877
2021-04-04;"Prešovský kraj";31;18569;91;18660;NA;113898;122;2021-04-04;102691
2021-04-03;"Prešovský kraj";104;91223;321;91544;NA;113898;425;2021-04-03;102569
2021-04-02;"Prešovský kraj";194;23381;134;23515;NA;113898;328;2021-04-02;102144
2021-04-01;"Prešovský kraj";256;42854;195;43049;NA;113898;451;2021-04-01;101816
2021-03-31;"Prešovský kraj";311;30160;227;30387;NA;113898;538;2021-03-31;101365
2021-03-30;"Prešovský kraj";374;20747;203;20950;NA;113898;577;2021-03-30;100827
2021-03-29;"Prešovský kraj";219;28188;229;28417;NA;113898;448;2021-03-29;100250
2021-03-28;"Prešovský kraj";26;46811;256;47067;NA;113898;282;2021-03-28;99802
2021-03-27;"Prešovský kraj";181;88413;372;88785;NA;113898;553;2021-03-27;99520
2021-03-26;"Prešovský kraj";310;47751;299;48050;NA;113898;609;2021-03-26;98967
2021-03-25;"Prešovský kraj";248;22279;213;22492;NA;113898;461;2021-03-25;98358
2021-03-24;"Prešovský kraj";381;19588;213;19801;NA;113898;594;2021-03-24;97897
2021-03-23;"Prešovský kraj";241;20351;255;20606;NA;113898;496;2021-03-23;97303
2021-03-22;"Prešovský kraj";299;28634;287;28921;NA;113898;586;2021-03-22;96807
2021-03-21;"Prešovský kraj";32;49439;266;49705;NA;113898;298;2021-03-21;96221
2021-03-20;"Prešovský kraj";180;92531;427;92958;NA;113898;607;2021-03-20;95923
2021-03-19;"Prešovský kraj";373;46196;320;46516;NA;113898;693;2021-03-19;95316
2021-03-18;"Prešovský kraj";251;21722;217;21939;NA;113898;468;2021-03-18;94623
2021-03-17;"Prešovský kraj";331;20887;231;21118;NA;113898;562;2021-03-17;94155
2021-03-16;"Prešovský kraj";461;21094;278;21372;NA;113898;739;2021-03-16;93593
2021-03-15;"Prešovský kraj";370;28789;324;29113;NA;113898;694;2021-03-15;92854
2021-03-14;"Prešovský kraj";52;50410;356;50766;NA;113898;408;2021-03-14;92160
2021-03-13;"Prešovský kraj";200;94768;531;95299;NA;113898;731;2021-03-13;91752
2021-03-12;"Prešovský kraj";425;47691;368;48059;NA;113898;793;2021-03-12;91021
2021-03-11;"Prešovský kraj";463;22059;253;22312;NA;113898;716;2021-03-11;90228
2021-03-10;"Prešovský kraj";325;20821;293;21114;NA;113898;618;2021-03-10;89512
2021-03-09;"Prešovský kraj";505;21489;288;21777;NA;113898;793;2021-03-09;88894
2021-03-08;"Prešovský kraj";314;28903;333;29236;NA;113898;647;2021-03-08;88101
2021-03-07;"Prešovský kraj";19;48024;385;48409;NA;113898;404;2021-03-07;87454
2021-03-06;"Prešovský kraj";193;96985;591;97576;NA;113898;784;2021-03-06;87050
2021-03-05;"Prešovský kraj";497;46044;397;46441;NA;113898;894;2021-03-05;86266
2021-03-04;"Prešovský kraj";372;22670;359;23029;NA;113898;731;2021-03-04;85372
2021-03-03;"Prešovský kraj";397;21621;333;21954;NA;113898;730;2021-03-03;84641
2021-03-02;"Prešovský kraj";421;22679;357;23036;NA;113898;778;2021-03-02;83911
2021-03-01;"Prešovský kraj";303;27716;406;28122;NA;113898;709;2021-03-01;83133
2021-02-28;"Prešovský kraj";75;45000;387;45387;NA;113898;462;2021-02-28;82424
2021-02-27;"Prešovský kraj";273;90231;734;90965;NA;113898;1007;2021-02-27;81962
2021-02-26;"Prešovský kraj";455;41340;438;41778;NA;113898;893;2021-02-26;80955
2021-02-25;"Prešovský kraj";270;19496;337;19833;NA;113898;607;2021-02-25;80062
2021-02-24;"Prešovský kraj";328;19026;377;19403;NA;113898;705;2021-02-24;79455
2021-02-23;"Prešovský kraj";430;21273;345;21618;NA;113898;775;2021-02-23;78750
2021-02-22;"Prešovský kraj";351;27175;356;27531;NA;113898;707;2021-02-22;77975
2021-02-21;"Prešovský kraj";66;31841;302;32143;NA;113898;368;2021-02-21;77268
2021-02-20;"Prešovský kraj";129;71413;517;71930;NA;113898;646;2021-02-20;76900
2021-02-19;"Prešovský kraj";381;38993;430;39423;NA;113898;811;2021-02-19;76254
2021-02-18;"Prešovský kraj";268;16960;322;17282;NA;113898;590;2021-02-18;75443
2021-02-17;"Prešovský kraj";293;17392;246;17638;NA;113898;539;2021-02-17;74853
2021-02-16;"Prešovský kraj";422;18862;265;19127;NA;113898;687;2021-02-16;74314
2021-02-15;"Prešovský kraj";211;31360;303;31663;NA;113898;514;2021-02-15;73627
2021-02-14;"Prešovský kraj";27;39387;321;39708;NA;113898;348;2021-02-14;73113
2021-02-13;"Prešovský kraj";157;74747;402;75149;NA;113898;559;2021-02-13;72765
2021-02-12;"Prešovský kraj";308;38757;362;39119;NA;113898;670;2021-02-12;72206
2021-02-11;"Prešovský kraj";218;16207;238;16445;NA;113898;456;2021-02-11;71536
2021-02-10;"Prešovský kraj";220;18541;282;18823;NA;113898;502;2021-02-10;71080
2021-02-09;"Prešovský kraj";323;21495;370;21865;NA;113898;693;2021-02-09;70578
2021-02-08;"Prešovský kraj";161;36924;261;37185;NA;113898;422;2021-02-08;69885
2021-02-07;"Prešovský kraj";21;34227;209;34436;NA;113898;230;2021-02-07;69463
2021-02-06;"Prešovský kraj";176;69164;360;69524;NA;113898;536;2021-02-06;69233
2021-02-05;"Prešovský kraj";177;31271;262;31533;NA;113898;439;2021-02-05;68697
2021-02-04;"Prešovský kraj";176;13071;237;13308;NA;113898;413;2021-02-04;68258
2021-02-03;"Prešovský kraj";251;8423;236;8659;NA;113898;487;2021-02-03;67845
2021-02-02;"Prešovský kraj";249;11769;264;12033;NA;113898;513;2021-02-02;67358
2021-02-01;"Prešovský kraj";220;16059;316;16375;NA;113898;536;2021-02-01;66845
2021-01-31;"Prešovský kraj";42;10587;107;10694;NA;113898;149;2021-01-31;66309
2021-01-30;"Prešovský kraj";142;23939;215;24154;NA;113898;357;2021-01-30;66160
2021-01-29;"Prešovský kraj";185;17924;326;18250;NA;113898;511;2021-01-29;65803
2021-01-28;"Prešovský kraj";311;7338;150;7488;NA;113898;461;2021-01-28;65292
2021-01-27;"Prešovský kraj";153;9730;147;9877;NA;113898;300;2021-01-27;64831
2021-01-26;"Prešovský kraj";252;16653;151;16804;NA;113898;403;2021-01-26;64531
2021-01-25;"Prešovský kraj";196;29766;253;30019;NA;113898;449;2021-01-25;64128
2021-01-24;"Prešovský kraj";12;45706;304;46010;NA;113898;316;2021-01-24;63679
2021-01-23;"Prešovský kraj";189;96883;487;97370;NA;113898;676;2021-01-23;63363
2021-01-22;"Prešovský kraj";187;35399;261;35660;NA;113898;448;2021-01-22;62687
2021-01-21;"Prešovský kraj";187;20434;212;20646;NA;113898;399;2021-01-21;62239
2021-01-20;"Prešovský kraj";253;14783;195;14978;NA;113898;448;2021-01-20;61840
2021-01-19;"Prešovský kraj";281;12329;305;12634;NA;113898;586;2021-01-19;61392
2021-01-18;"Prešovský kraj";203;10422;336;10758;NA;113898;539;2021-01-18;60806
2021-01-17;"Prešovský kraj";107;14391;1008;15399;NA;113898;1115;2021-01-17;60267
2021-01-16;"Prešovský kraj";72;1838;81;1919;NA;113898;153;2021-01-16;59152
2021-01-15;"Prešovský kraj";159;7033;257;7290;NA;113898;416;2021-01-15;58999
2021-01-14;"Prešovský kraj";268;5534;256;5790;NA;113898;524;2021-01-14;58583
2021-01-13;"Prešovský kraj";342;5649;226;5875;NA;113898;568;2021-01-13;58059
2021-01-12;"Prešovský kraj";455;8487;409;8896;NA;113898;864;2021-01-12;57491
2021-01-11;"Prešovský kraj";343;8507;481;8988;NA;113898;824;2021-01-11;56627
2021-01-10;"Prešovský kraj";63;476;23;499;NA;113898;86;2021-01-10;55803
2021-01-09;"Prešovský kraj";439;2248;125;2373;NA;113898;564;2021-01-09;55717
2021-01-08;"Prešovský kraj";430;10855;572;11427;NA;113898;1002;2021-01-08;55153
2021-01-07;"Prešovský kraj";268;7789;648;8437;NA;113898;916;2021-01-07;54151
2021-01-06;"Prešovský kraj";315;1484;134;1618;NA;113898;449;2021-01-06;53235
2021-01-05;"Prešovský kraj";655;11591;1003;12594;NA;113898;1658;2021-01-05;52786
2021-01-04;"Prešovský kraj";371;17198;1812;19010;NA;113898;2183;2021-01-04;51128
2021-01-03;"Prešovský kraj";89;459;41;500;NA;113898;130;2021-01-03;48945
2021-01-02;"Prešovský kraj";65;1556;160;1716;NA;113898;225;2021-01-02;48815
2021-01-01;"Prešovský kraj";174;956;71;1027;NA;113898;245;2021-01-01;48590
2020-12-31;"Prešovský kraj";640;11959;783;12742;NA;113898;1423;2020-12-31;48345
2020-12-30;"Prešovský kraj";729;9062;802;9864;NA;113898;1531;2020-12-30;46922
2020-12-29;"Prešovský kraj";435;9273;949;10222;NA;113898;1384;2020-12-29;45391
2020-12-28;"Prešovský kraj";393;9046;1079;10125;NA;113898;1472;2020-12-28;44007
2020-12-27;"Prešovský kraj";40;613;45;658;NA;113898;85;2020-12-27;42535
2020-12-26;"Prešovský kraj";64;176;12;188;NA;113898;76;2020-12-26;42450
2020-12-25;"Prešovský kraj";208;274;11;285;NA;113898;219;2020-12-25;42374
2020-12-24;"Prešovský kraj";452;1214;85;1299;NA;113898;537;2020-12-24;42155
2020-12-23;"Prešovský kraj";361;11369;635;12004;NA;113898;996;2020-12-23;41618
2020-12-22;"Prešovský kraj";439;9371;710;10081;NA;113898;1149;2020-12-22;40622
2020-12-21;"Prešovský kraj";432;9923;880;10803;NA;113898;1312;2020-12-21;39473
2020-12-20;"Prešovský kraj";184;396;20;416;NA;113898;204;2020-12-20;38161
2020-12-19;"Prešovský kraj";276;1658;151;1809;NA;113898;427;2020-12-19;37957
2020-12-18;"Prešovský kraj";396;8845;595;9440;NA;113898;991;2020-12-18;37530
2020-12-17;"Prešovský kraj";427;10826;891;11717;NA;113898;1318;2020-12-17;36539
2020-12-16;"Prešovský kraj";466;6017;508;6525;NA;113898;974;2020-12-16;35221
2020-12-15;"Prešovský kraj";411;5685;584;6269;NA;113898;995;2020-12-15;34247
2020-12-14;"Prešovský kraj";334;5767;508;6275;NA;113898;842;2020-12-14;33252
2020-12-13;"Prešovský kraj";89;29;8;37;NA;113898;97;2020-12-13;32410
2020-12-12;"Prešovský kraj";319;2474;166;2640;NA;113898;485;2020-12-12;32313
2020-12-11;"Prešovský kraj";560;5602;402;6004;NA;113898;962;2020-12-11;31828
2020-12-10;"Prešovský kraj";337;5202;443;5645;NA;113898;780;2020-12-10;30866
2020-12-09;"Prešovský kraj";358;4357;314;4671;NA;113898;672;2020-12-09;30086
2020-12-08;"Prešovský kraj";350;6629;651;7280;NA;113898;1001;2020-12-08;29414
2020-12-07;"Prešovský kraj";309;4345;327;4672;NA;113898;636;2020-12-07;28413
2020-12-06;"Prešovský kraj";59;655;26;681;NA;113898;85;2020-12-06;27777
2020-12-05;"Prešovský kraj";218;984;87;1071;NA;113898;305;2020-12-05;27692
2020-12-04;"Prešovský kraj";352;5070;293;5363;NA;113898;645;2020-12-04;27387
2020-12-03;"Prešovský kraj";284;2456;179;2635;NA;113898;463;2020-12-03;26742
2020-12-02;"Prešovský kraj";232;2830;225;3055;NA;113898;457;2020-12-02;26279
2020-12-01;"Prešovský kraj";281;1884;196;2080;NA;113898;477;2020-12-01;25822
2020-11-30;"Prešovský kraj";196;5333;97;5430;NA;113898;293;2020-11-30;25345
2020-11-29;"Prešovský kraj";27;379;42;421;NA;113898;69;2020-11-29;25052
2020-11-28;"Prešovský kraj";199;772;77;849;NA;113898;276;2020-11-28;24983
2020-11-27;"Prešovský kraj";232;2350;130;2480;NA;113898;362;2020-11-27;24707
2020-11-26;"Prešovský kraj";263;3014;329;3343;NA;113898;592;2020-11-26;24345
2020-11-25;"Prešovský kraj";302;2174;103;2277;NA;113898;405;2020-11-25;23753
2020-11-24;"Prešovský kraj";365;1777;156;1933;NA;113898;521;2020-11-24;23348
2020-11-23;"Prešovský kraj";164;1099;60;1159;NA;113898;224;2020-11-23;22827
2020-11-22;"Prešovský kraj";46;44;1;45;NA;113898;47;2020-11-22;22603
2020-11-21;"Prešovský kraj";205;754;62;816;NA;113898;267;2020-11-21;22556
2020-11-20;"Prešovský kraj";363;2258;102;2360;NA;113898;465;2020-11-20;22289
2020-11-19;"Prešovský kraj";359;2096;238;2334;NA;113898;597;2020-11-19;21824
2020-11-18;"Prešovský kraj";270;488;43;531;NA;113898;313;2020-11-18;21227
2020-11-17;"Prešovský kraj";347;205;23;228;NA;113898;370;2020-11-17;20914
2020-11-16;"Prešovský kraj";226;540;58;598;NA;113898;284;2020-11-16;20544
2020-11-15;"Prešovský kraj";186;39;4;43;NA;113898;190;2020-11-15;20260
2020-11-14;"Prešovský kraj";261;54;4;58;NA;113898;265;2020-11-14;20070
2020-11-13;"Prešovský kraj";395;166;8;174;NA;113898;403;2020-11-13;19805
2020-11-12;"Prešovský kraj";397;229;50;279;NA;113898;447;2020-11-12;19402
2020-11-11;"Prešovský kraj";516;161;15;176;NA;113898;531;2020-11-11;18955
2020-11-10;"Prešovský kraj";437;197;9;206;NA;113898;446;2020-11-10;18424
2020-11-09;"Prešovský kraj";190;4110;945;5055;NA;113898;1135;2020-11-09;17978
2020-11-08;"Prešovský kraj";97;2817;32;2849;NA;113898;129;2020-11-08;16843
2020-11-07;"Prešovský kraj";416;8578;81;8659;NA;113898;497;2020-11-07;16714
2020-11-06;"Prešovský kraj";520;4791;76;4867;NA;113898;596;2020-11-06;16217
2020-11-05;"Prešovský kraj";397;180;5;185;NA;113898;402;2020-11-05;15621
2020-11-04;"Prešovský kraj";350;807;8;815;NA;113898;358;2020-11-04;15219
2020-11-03;"Prešovský kraj";565;98;12;110;NA;113898;577;2020-11-03;14861
2020-11-02;"Prešovský kraj";203;4158;1004;5162;NA;113898;1207;2020-11-02;14284
2020-11-01;"Prešovský kraj";386;2906;53;2959;NA;113898;439;2020-11-01;13077
2020-10-31;"Prešovský kraj";315;10497;170;10667;NA;113898;485;2020-10-31;12638
2020-10-30;"Prešovský kraj";552;2949;65;3014;NA;113898;617;2020-10-30;12153
2020-10-29;"Prešovský kraj";594;301;38;339;NA;113898;632;2020-10-29;11536
2020-10-28;"Prešovský kraj";617;291;46;337;NA;113898;663;2020-10-28;10904
2020-10-27;"Prešovský kraj";656;268;34;302;NA;113898;690;2020-10-27;10241
2020-10-26;"Prešovský kraj";137;363;57;420;NA;113898;194;2020-10-26;9551
2020-10-25;"Prešovský kraj";237;346;11;357;NA;113898;248;2020-10-25;9357
2020-10-24;"Prešovský kraj";719;200;12;212;NA;113898;731;2020-10-24;9109
2020-10-23;"Prešovský kraj";750;218;8;226;NA;113898;758;2020-10-23;8378
2020-10-22;"Prešovský kraj";646;396;30;426;NA;113898;676;2020-10-22;7620
2020-10-21;"Prešovský kraj";383;58;8;66;NA;113898;391;2020-10-21;6944
2020-10-20;"Prešovský kraj";493;65;7;72;NA;113898;500;2020-10-20;6553
2020-10-19;"Prešovský kraj";140;235;15;250;NA;113898;155;2020-10-19;6053
2020-10-18;"Prešovský kraj";209;0;0;0;NA;113898;209;2020-10-18;5898
2020-10-17;"Prešovský kraj";342;0;0;0;NA;113898;342;2020-10-17;5689
2020-10-16;"Prešovský kraj";388;57;3;60;NA;113898;391;2020-10-16;5347
2020-10-15;"Prešovský kraj";435;85;18;103;NA;113898;453;2020-10-15;4956
2020-10-14;"Prešovský kraj";451;54;10;64;NA;113898;461;2020-10-14;4503
2020-10-13;"Prešovský kraj";264;50;6;56;NA;113898;270;2020-10-13;4042
2020-10-12;"Prešovský kraj";214;334;35;369;NA;113898;249;2020-10-12;3772
2020-10-11;"Prešovský kraj";127;0;0;0;NA;113898;127;2020-10-11;3523
2020-10-10;"Prešovský kraj";248;0;0;0;NA;113898;248;2020-10-10;3396
2020-10-09;"Prešovský kraj";406;0;0;0;NA;113898;406;2020-10-09;3148
2020-10-08;"Prešovský kraj";245;0;0;0;NA;113898;245;2020-10-08;2742
2020-10-07;"Prešovský kraj";244;0;0;0;NA;113898;244;2020-10-07;2497
2020-10-06;"Prešovský kraj";166;0;0;0;NA;113898;166;2020-10-06;2253
2020-10-05;"Prešovský kraj";84;0;0;0;NA;113898;84;2020-10-05;2087
2020-10-04;"Prešovský kraj";118;0;0;0;NA;113898;118;2020-10-04;2003
2020-10-03;"Prešovský kraj";204;0;0;0;NA;113898;204;2020-10-03;1885
2020-10-02;"Prešovský kraj";149;0;0;0;NA;113898;149;2020-10-02;1681
2020-10-01;"Prešovský kraj";136;0;0;0;NA;113898;136;2020-10-01;1532
2020-09-30;"Prešovský kraj";121;0;0;0;NA;113898;121;2020-09-30;1396
2020-09-29;"Prešovský kraj";156;0;0;0;NA;113898;156;2020-09-29;1275
2020-09-28;"Prešovský kraj";51;0;0;0;NA;113898;51;2020-09-28;1119
2020-09-27;"Prešovský kraj";10;0;0;0;NA;113898;10;2020-09-27;1068
2020-09-26;"Prešovský kraj";72;0;0;0;NA;113898;72;2020-09-26;1058
2020-09-25;"Prešovský kraj";91;0;0;0;NA;113898;91;2020-09-25;986
2020-09-24;"Prešovský kraj";52;0;0;0;NA;113898;52;2020-09-24;895
2020-09-23;"Prešovský kraj";55;0;0;0;NA;113898;55;2020-09-23;843
2020-09-22;"Prešovský kraj";29;0;0;0;NA;113898;29;2020-09-22;788
2020-09-21;"Prešovský kraj";14;0;0;0;NA;113898;14;2020-09-21;759
2020-09-20;"Prešovský kraj";5;0;0;0;NA;113898;5;2020-09-20;745
2020-09-19;"Prešovský kraj";12;0;0;0;NA;113898;12;2020-09-19;740
2020-09-18;"Prešovský kraj";29;0;0;0;NA;113898;29;2020-09-18;728
2020-09-17;"Prešovský kraj";25;0;0;0;NA;113898;25;2020-09-17;699
2020-09-16;"Prešovský kraj";8;0;0;0;NA;113898;8;2020-09-16;674
2020-09-15;"Prešovský kraj";10;0;0;0;NA;113898;10;2020-09-15;666
2020-09-14;"Prešovský kraj";47;0;0;0;NA;113898;47;2020-09-14;656
2020-09-13;"Prešovský kraj";3;0;0;0;NA;113898;3;2020-09-13;609
2020-09-12;"Prešovský kraj";4;0;0;0;NA;113898;4;2020-09-12;606
2020-09-11;"Prešovský kraj";15;0;0;0;NA;113898;15;2020-09-11;602
2020-09-10;"Prešovský kraj";10;0;0;0;NA;113898;10;2020-09-10;587
2020-09-09;"Prešovský kraj";21;0;0;0;NA;113898;21;2020-09-09;577
2020-09-08;"Prešovský kraj";23;0;0;0;NA;113898;23;2020-09-08;556
2020-09-07;"Prešovský kraj";5;0;0;0;NA;113898;5;2020-09-07;533
2020-09-06;"Prešovský kraj";3;0;0;0;NA;113898;3;2020-09-06;528
2020-09-05;"Prešovský kraj";7;0;0;0;NA;113898;7;2020-09-05;525
2020-09-04;"Prešovský kraj";24;0;0;0;NA;113898;24;2020-09-04;518
2020-09-03;"Prešovský kraj";8;0;0;0;NA;113898;8;2020-09-03;494
2020-09-02;"Prešovský kraj";9;0;0;0;NA;113898;9;2020-09-02;486
2020-09-01;"Prešovský kraj";6;0;0;0;NA;113898;6;2020-09-01;477
2020-08-31;"Prešovský kraj";3;0;0;0;NA;113898;3;2020-08-31;471
2020-08-30;"Prešovský kraj";6;0;0;0;NA;113898;6;2020-08-30;468
2020-08-29;"Prešovský kraj";4;0;0;0;NA;113898;4;2020-08-29;462
2020-08-28;"Prešovský kraj";6;0;0;0;NA;113898;6;2020-08-28;458
2020-08-27;"Prešovský kraj";7;0;0;0;NA;113898;7;2020-08-27;452
2020-08-26;"Prešovský kraj";22;0;0;0;NA;113898;22;2020-08-26;445
2020-08-25;"Prešovský kraj";1;0;0;0;NA;113898;1;2020-08-25;423
2020-08-24;"Prešovský kraj";5;0;0;0;NA;113898;5;2020-08-24;422
2020-08-23;"Prešovský kraj";3;0;0;0;NA;113898;3;2020-08-23;417
2020-08-22;"Prešovský kraj";3;0;0;0;NA;113898;3;2020-08-22;414
2020-08-21;"Prešovský kraj";11;0;0;0;NA;113898;11;2020-08-21;411
2020-08-20;"Prešovský kraj";8;0;0;0;NA;113898;8;2020-08-20;400
2020-08-19;"Prešovský kraj";8;0;0;0;NA;113898;8;2020-08-19;392
2020-08-18;"Prešovský kraj";6;0;0;0;NA;113898;6;2020-08-18;384
2020-08-17;"Prešovský kraj";1;0;0;0;NA;113898;1;2020-08-17;378
2020-08-16;"Prešovský kraj";0;0;0;0;NA;113898;0;2020-08-16;377
2020-08-15;"Prešovský kraj";8;0;0;0;NA;113898;8;2020-08-15;377
2020-08-14;"Prešovský kraj";6;0;0;0;NA;113898;6;2020-08-14;369
2020-08-13;"Prešovský kraj";8;0;0;0;NA;113898;8;2020-08-13;363
2020-08-12;"Prešovský kraj";19;0;0;0;NA;113898;19;2020-08-12;355
2020-08-11;"Prešovský kraj";3;0;0;0;NA;113898;3;2020-08-11;336
2020-08-10;"Prešovský kraj";0;0;0;0;NA;113898;0;2020-08-10;333
2020-08-09;"Prešovský kraj";0;0;0;0;NA;113898;0;2020-08-09;333
2020-08-08;"Prešovský kraj";2;0;0;0;NA;113898;2;2020-08-08;333
2020-08-07;"Prešovský kraj";6;0;0;0;NA;113898;6;2020-08-07;331
2020-08-06;"Prešovský kraj";2;0;0;0;NA;113898;2;2020-08-06;325
2020-08-05;"Prešovský kraj";8;0;0;0;NA;113898;8;2020-08-05;323
2020-08-04;"Prešovský kraj";5;0;0;0;NA;113898;5;2020-08-04;315
2020-08-03;"Prešovský kraj";4;0;0;0;NA;113898;4;2020-08-03;310
2020-08-02;"Prešovský kraj";6;0;0;0;NA;113898;6;2020-08-02;306
2020-08-01;"Prešovský kraj";0;0;0;0;NA;113898;0;2020-08-01;300
2020-07-31;"Prešovský kraj";2;0;0;0;NA;113898;2;2020-07-31;300
2020-07-30;"Prešovský kraj";6;0;0;0;NA;113898;6;2020-07-30;298
2020-07-29;"Prešovský kraj";5;0;0;0;NA;113898;5;2020-07-29;292
2020-07-28;"Prešovský kraj";0;0;0;0;NA;113898;0;2020-07-28;287
2020-07-27;"Prešovský kraj";1;0;0;0;NA;113898;1;2020-07-27;287
2020-07-26;"Prešovský kraj";1;0;0;0;NA;113898;1;2020-07-26;286
2020-07-25;"Prešovský kraj";21;0;0;0;NA;113898;21;2020-07-25;285
2020-07-24;"Prešovský kraj";1;0;0;0;NA;113898;1;2020-07-24;264
2020-07-23;"Prešovský kraj";5;0;0;0;NA;113898;5;2020-07-23;263
2020-07-22;"Prešovský kraj";1;0;0;0;NA;113898;1;2020-07-22;258
2020-07-21;"Prešovský kraj";2;0;0;0;NA;113898;2;2020-07-21;257
2020-07-20;"Prešovský kraj";1;0;0;0;NA;113898;1;2020-07-20;255
2020-07-19;"Prešovský kraj";0;0;0;0;NA;113898;0;2020-07-19;254
2020-07-18;"Prešovský kraj";0;0;0;0;NA;113898;0;2020-07-18;254
2020-07-17;"Prešovský kraj";3;0;0;0;NA;113898;3;2020-07-17;254
2020-07-16;"Prešovský kraj";1;0;0;0;NA;113898;1;2020-07-16;251
2020-07-15;"Prešovský kraj";5;0;0;0;NA;113898;5;2020-07-15;250
2020-07-14;"Prešovský kraj";5;0;0;0;NA;113898;5;2020-07-14;245
